"tSNE1","tSNE2","sample_id","predicted_class","confidence_score","confidence_tier","frac_na","qc_flag","dataset"
17.4309727838086,-13.4043794071665,"ALV_RMS5","ALV RMS",NA,NA,NA,NA,"Jurmeister"
18.1746942328805,-12.8050611321264,"ALV_RMS6","ALV RMS",NA,NA,NA,NA,"Jurmeister"
17.7916838340735,-12.819839020928,"ALV_RMS7","ALV RMS",NA,NA,NA,NA,"Jurmeister"
16.8723988341583,-13.1768326850353,"ALV_RMS8","ALV RMS",NA,NA,NA,NA,"Jurmeister"
1.69468193038603,-6.78181032906382,"ATRT1","ATRT",NA,NA,NA,NA,"Jurmeister"
0.288858024892922,-10.1983468476609,"ATRT2","ATRT",NA,NA,NA,NA,"Jurmeister"
1.0102761192801,-10.2334952927726,"ATRT3","ATRT",NA,NA,NA,NA,"Jurmeister"
0.346704243649974,-10.0129703244214,"ATRT4","ATRT",NA,NA,NA,NA,"Jurmeister"
1.51283653577293,-10.0282406896471,"ATRT6","ATRT",NA,NA,NA,NA,"Jurmeister"
0.36886872689926,-9.46636282607992,"ATRT8","ATRT",NA,NA,NA,NA,"Jurmeister"
-1.38391543700962,-9.62195558555931,"ATRT9","ATRT",NA,NA,NA,NA,"Jurmeister"
9.50311246192104,-3.2124829931082,"EWS11","EWS",NA,NA,NA,NA,"Jurmeister"
9.17046215914234,-5.05082941918285,"EWS12","EWS",NA,NA,NA,NA,"Jurmeister"
-5.41344193963481,19.9597701974809,"CPH21","CPH",NA,NA,NA,NA,"Jurmeister"
0.3780484730657,7.29603625917998,"SNUC7","SNUC",NA,NA,NA,NA,"Jurmeister"
9.49106550553469,6.08088300475909,"MCC1","MCC",NA,NA,NA,NA,"Jurmeister"
14.2492468608511,-11.8164982730211,"EMB_RMS3","EMB RMS",NA,NA,NA,NA,"Jurmeister"
-10.1136050358769,-0.261823825242152,"SCC6","SCC",NA,NA,NA,NA,"Jurmeister"
-1.71743039023687,4.13006587422062,"ADC14","ADC",NA,NA,NA,NA,"Jurmeister"
-1.18845417529728,3.57917347013435,"EWS13","EWS",NA,NA,NA,NA,"Jurmeister"
-10.3305543279265,-9.89517446931315,"LECA1","LECA",NA,NA,NA,NA,"Jurmeister"
-9.42245501225416,-8.41687877306488,"LECA2","LECA",NA,NA,NA,NA,"Jurmeister"
-10.0421321802683,-6.04633919494927,"LECA3","LECA",NA,NA,NA,NA,"Jurmeister"
-10.5980727913154,-8.43457632752367,"LECA4","LECA",NA,NA,NA,NA,"Jurmeister"
-6.76953024884089,-6.7603253873237,"LECA5","LECA",NA,NA,NA,NA,"Jurmeister"
-7.1114328889848,-4.90522812443973,"LECA6","LECA",NA,NA,NA,NA,"Jurmeister"
-7.98900869175644,-5.45346967850275,"LECA7","LECA",NA,NA,NA,NA,"Jurmeister"
-10.4209902729459,-9.4438514612357,"LECA8","LECA",NA,NA,NA,NA,"Jurmeister"
-10.0727619504637,-9.58969568460861,"LECA9","LECA",NA,NA,NA,NA,"Jurmeister"
-10.5123042227161,-10.1375822943507,"LECA10","LECA",NA,NA,NA,NA,"Jurmeister"
-7.57454153135217,-8.65611807990614,"LECA11","LECA",NA,NA,NA,NA,"Jurmeister"
-9.23846087428322,-8.08029186125463,"LECA12","LECA",NA,NA,NA,NA,"Jurmeister"
-6.57403945995425,-6.15377457880106,"LECA13","LECA",NA,NA,NA,NA,"Jurmeister"
-6.85630684983181,-6.12514946317507,"LECA14","LECA",NA,NA,NA,NA,"Jurmeister"
7.42348764741399,5.53742657051028,"MCC2","MCC",NA,NA,NA,NA,"Jurmeister"
7.40101261443032,5.52943964794036,"MCC3","MCC",NA,NA,NA,NA,"Jurmeister"
9.96833892548525,5.0292031734493,"MCC4","MCC",NA,NA,NA,NA,"Jurmeister"
9.42181247717463,6.45104685331143,"MCC5","MCC",NA,NA,NA,NA,"Jurmeister"
9.66305179122454,6.28672931172048,"MCC6","MCC",NA,NA,NA,NA,"Jurmeister"
9.14226334405945,5.93128386735798,"MCC7","MCC",NA,NA,NA,NA,"Jurmeister"
9.89487685351037,6.57475840376588,"MCC8","MCC",NA,NA,NA,NA,"Jurmeister"
9.99227054946359,5.07237749219141,"MCC9","MCC",NA,NA,NA,NA,"Jurmeister"
7.50738766868462,4.7095968975563,"MCC10","MCC",NA,NA,NA,NA,"Jurmeister"
3.96294463527676,-17.0541893194833,"MELA1","MELA",NA,NA,NA,NA,"Jurmeister"
4.57793245266679,-19.0334763270816,"MELA2","MELA",NA,NA,NA,NA,"Jurmeister"
5.50121719412189,-17.2998190572671,"MELA3","MELA",NA,NA,NA,NA,"Jurmeister"
6.6141569984744,-17.6816050284446,"MELA4","MELA",NA,NA,NA,NA,"Jurmeister"
5.22513580339972,-15.2520206195208,"MELA5","MELA",NA,NA,NA,NA,"Jurmeister"
4.39663347616799,-18.6148901350292,"MELA6","MELA",NA,NA,NA,NA,"Jurmeister"
5.320325236669,-19.5947347815095,"MELA7","MELA",NA,NA,NA,NA,"Jurmeister"
2.80655334886765,-17.5368249579282,"MELA8","MELA",NA,NA,NA,NA,"Jurmeister"
5.02642558921259,-18.2319995539129,"MELA9","MELA",NA,NA,NA,NA,"Jurmeister"
-0.880529987404317,5.05667252154275,"MELA10","MELA",NA,NA,NA,NA,"Jurmeister"
2.3744615316739,-15.3275724476322,"MELA11","MELA",NA,NA,NA,NA,"Jurmeister"
3.61129807502831,-18.166933109004,"MELA12","MELA",NA,NA,NA,NA,"Jurmeister"
3.29702091383321,-16.5342139586225,"MELA14","MELA",NA,NA,NA,NA,"Jurmeister"
3.61200661888745,-17.408198860751,"MELA15","MELA",NA,NA,NA,NA,"Jurmeister"
6.8109468391077,-18.0498302595498,"MELA16","MELA",NA,NA,NA,NA,"Jurmeister"
3.39281167703232,-17.1645069571259,"MELA17","MELA",NA,NA,NA,NA,"Jurmeister"
4.68422136481058,-17.7650097731398,"MELA19","MELA",NA,NA,NA,NA,"Jurmeister"
6.29393570236122,-17.6154072740222,"MELA20","MELA",NA,NA,NA,NA,"Jurmeister"
2.65255502692285,-15.2947743340572,"MELA21","MELA",NA,NA,NA,NA,"Jurmeister"
-9.98374261210518,-24.4993749692404,"SNUC11","SNUC",NA,NA,NA,NA,"Jurmeister"
9.30699623725026,17.4324253025068,"SNUC12","SNUC",NA,NA,NA,NA,"Jurmeister"
-9.36320022270479,-22.5283525044596,"NEC8","NEC",NA,NA,NA,NA,"Jurmeister"
17.4214429992385,1.9846035588089,"NEC9","NEC",NA,NA,NA,NA,"Jurmeister"
-9.90093430666118,-21.8287484391889,"NEC10","NEC",NA,NA,NA,NA,"Jurmeister"
-14.5593129663528,-22.4847930114425,"NEC11","NEC",NA,NA,NA,NA,"Jurmeister"
9.21475285857318,20.0647458990726,"SCNEC2","SCNEC",NA,NA,NA,NA,"Jurmeister"
11.0540621161656,3.27385588755004,"SCNEC4","SCNEC",NA,NA,NA,NA,"Jurmeister"
-9.29394878435395,10.4675242774481,"ADC15","ADC",NA,NA,NA,NA,"Jurmeister"
-15.0362822761847,11.1974362744147,"ACC11","ACC",NA,NA,NA,NA,"Jurmeister"
-7.4409183872813,-19.1976576570541,"NEC13","NEC",NA,NA,NA,NA,"Jurmeister"
8.10250048716473,18.7981607978409,"SCC7","SCC",NA,NA,NA,NA,"Jurmeister"
-7.89131864749303,11.5268834874573,"ACC13","ACC",NA,NA,NA,NA,"Jurmeister"
4.5015624822942,2.40078350442115,"NEC14","NEC",NA,NA,NA,NA,"Jurmeister"
